2.462515,2.462515,2.462515,2.466530,2.462515,2.466364,2.466187,2.466486,2.466006,2.465870,2.465692,2.465499,2.465649,2.465669,2.462515,2.465274,2.465362,2.465859,2.466226,2.465738,2.466391,2.464074,2.464522,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.524078,2.465344,2.462750,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.462515,2.466802,2.464604,2.465314,2.465376,2.464443,2.466233,2.464391,2.464929,2.465706,2.464512
0.215184,0.215184,0.215184,0.215535,0.215184,0.215520,0.215505,0.215531,0.215489,0.215477,0.215462,0.215445,0.215458,0.215460,0.215184,0.215425,0.215433,0.215476,0.215508,0.215466,0.215522,0.215320,0.215359,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.220563,0.215184,0.215184,0.215184,0.215431,0.215204,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215184,0.215559,0.215367,0.215428,0.215434,0.215353,0.215509,0.215348,0.215395,0.215463,0.215359
0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000105,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103
0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000328,0.000327,0.000328,0.000328,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000335,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327,0.000327
0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000297,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290,0.000290
0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000089,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087,0.000087
0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000100,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097,0.000097
0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000076,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078
0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000031,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032
0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000061,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059
