1.658479,1.658492,1.658494,1.658479,1.658493,1.658501,1.658497,1.658487,1.658506,1.658506,1.658229,1.658270,1.658292,1.658586,1.658587,1.658359,1.658599,1.658590,1.658361,1.658610,1.658612,1.658616,1.663736,1.658657,1.658657,1.658481,1.658199,1.658335,1.658186,1.658322,1.658482,1.658388,1.658405,1.658429,1.658295,1.658405,1.658356,1.658427,1.658430,1.658447,1.658457,1.658525,1.658993,1.658472,1.658397,1.658217,1.658993,1.658509,1.658555,1.658993,1.658568,1.658525,1.658568,1.658588,1.658541,1.658531,1.658615,1.658615,1.658621,1.658645,1.658647,1.658660,1.658676
0.205917,0.205916,0.205921,0.205922,0.205923,0.205923,0.205886,0.206540,0.205889,0.205852,0.205869,0.205882,0.205886,0.205873,0.205874,0.205896,0.205885,0.205884,0.205896,0.205891,0.205902,0.205905,0.205917,0.205914,0.205916,0.205934,0.205945,0.205953,0.205944,0.205952,0.205934,0.205956,0.205957,0.205946,0.205950,0.205913,0.205954,0.205958,0.205928,0.205959,0.205960,0.205974,0.205991,0.205961,0.205956,0.205946,0.205991,0.205963,0.205965,0.205991,0.205966,0.205962,0.205966,0.205968,0.205965,0.205965,0.205969,0.205969,0.205970,0.205971,0.205971,0.205972,0.205973
0.000023,0.000023,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000007,0.000024,0.000023,0.000023,0.000024,0.000023,0.000023,0.000023,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000020,0.000022,0.000022,0.000022,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
0.000087,0.000087,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000087,0.000087,0.000086,0.000085,0.000085,0.000086,0.000085,0.000085,0.000086,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000084,0.000085,0.000084,0.000085,0.000084,0.000084,0.000085,0.000085,0.000086,0.000084,0.000084,0.000085,0.000084,0.000084,0.000084,0.000082,0.000084,0.000084,0.000085,0.000082,0.000084,0.000084,0.000098,0.000084,0.000084,0.000084,0.000084,0.000084,0.000084,0.000084,0.000084,0.000084,0.000083,0.000083,0.000083,0.000083
0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000070,0.000070,0.000070,0.000070,0.000071,0.000071,0.000071,0.000070,0.000070,0.000070,0.000069,0.000069,0.000070,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000070,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000070,0.000069,0.000069,0.000070,0.000068,0.000068,0.000069,0.000067,0.000068,0.000069,0.000069,0.000082,0.000068,0.000068,0.000067,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068
0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000023,0.000023,0.000023,0.000023,0.000024,0.000024,0.000024,0.000023,0.000023,0.000024,0.000023,0.000023,0.000023,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000036,0.000022,0.000022,0.000022,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000023,0.000022,0.000021,0.000021,0.000022,0.000021,0.000021,0.000022,0.000021,0.000021,0.000021,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000008,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000020,0.000022,0.000022,0.000022,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000023,0.000023,0.000023,0.000023,0.000007,0.000023,0.000023,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000022,0.000023,0.000022,0.000022,0.000023,0.000022,0.000022,0.000022,0.000020,0.000022,0.000022,0.000022,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000021,0.000021,0.000021,0.000020,0.000020,0.000021,0.000020,0.000020,0.000021,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000004,0.000021,0.000021,0.000021,0.000021,0.000022,0.000021,0.000022,0.000021,0.000021,0.000020,0.000022,0.000021,0.000021,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000022,0.000022,0.000022,0.000021,0.000021,0.000022,0.000021,0.000021,0.000022,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000005,0.000022,0.000021,0.000022,0.000021,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000020,0.000022,0.000022,0.000022,0.000020,0.000021,0.000021,0.000020,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
